,CaseOrder,Customer_id,Interaction,UID,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,MonthlyCharge,Bandwidth_GB_Year,gender_dummy,churn_dummy,Intercept
4678,4679,C624351,b94cb0b5-68de-4910-8442-861f66606081,3888f8f14e71c0540de97d21776558cd,3,38,47347.97,Female,Yes,8.141997,2,252.6378,1186.544217,1,1,1
4679,4680,Z483037,f83af855-5582-4b9a-bb93-d4a9b114b405,5eba186a24092c4e137391196fc521bd,3,64,27647.13,Male,No,9.164022,0,160.0122,1192.115613,0,0,1
4680,4681,S708977,de80c67f-246d-4a6f-9279-54e686dabd4c,8c55b107d1b72e7ce7380b0b6a39fb2a,0,21,40598.75,Female,Yes,7.277557,0,242.6106,1667.235527,1,1,1
4681,4682,Q495387,4e0f6fef-01ad-411d-b5ee-9bc81c862eef,f91f16a3cb7227e6cc87895e48094670,2,31,40690.6,Male,No,3.942126,0,104.9923,498.4399198,0,0,1
4682,4683,H145896,4507e158-ac0e-4dc8-a85d-8a384755e760,467acb71d19c7735cdcd9d1b2a310b35,7,26,40977.93,Female,Yes,15.67211,0,230.1344,1553.750811,1,1,1
4683,4684,Z865831,957100ae-b4c8-4ae1-a1bc-fd89c5199460,86ed70f7dd547d7090644a3c4a4abab4,1,27,8211.32,Male,No,13.32082,0,79.97886,371.8766911,0,0,1
4684,4685,O841175,ca5b5c0d-4270-44bc-8896-9cc97e19f577,dca68833d5ee6129eaabaeb9b48f7d23,7,54,31168.17,Female,Yes,9.976411,0,267.6647,1716.442787,1,1,1
4685,4686,F84786,dc9711cc-b561-49d8-958f-712d43f7810a,b84b303e3a6e1af30fabd6d5ae634a62,1,77,20122.14,Female,Yes,9.531917,0,230.1344,932.0065474,1,1,1
4686,4687,K216293,d558b41f-9c43-4155-bb58-06e696d89782,1a2e32a42bc577a601e6d198bb475d02,3,73,21336.57,Male,No,6.783472,3,152.4555,1786.980349,0,0,1
4687,4688,J610004,1a9b718a-412b-449f-a7c3-f10538afcb84,c8f7ba8b8f28c3b248fffa21bb9502d9,0,77,11548.26,Female,No,4.170516,1,149.9707,1139.673714,1,0,1
4688,4689,O288038,0c8a1403-1114-42aa-836b-acee7c455fc8,ae122835b2cc066477dc8a8dafe671d9,0,77,32382.9,Male,No,10.29131,1,159.9942,1459.766208,0,0,1
4689,4690,H690253,f14f1672-43a8-45ca-b5f9-38ad5eaa7568,8dd7880b3f51ce87efd17e9074fc6277,4,63,2606.74,Male,No,14.8463,1,164.9853,1245.217129,0,0,1
4690,4691,Y161183,00dca657-d41b-419f-9f1c-f55c0b8287cf,d9aa7830a86dd1e50cb87c13c74ffab2,4,35,9694.63,Male,No,8.331754,0,134.9509,857.5127538,0,0,1
4691,4692,X281282,88e1c38e-9948-40bf-aee7-786e1210be7a,8f6f95d2e83d0463ff713107903a49e9,2,63,18927.94,Female,Yes,9.524691,0,190.127,1671.330908,1,1,1
4692,4693,V65412,46dc5c21-4462-4adf-a703-643e3843b8ca,3bc3937ed6c221e975de0f7781088b88,0,55,29360.19,Male,No,10.12439,0,164.9889,1581.65754,0,0,1
4693,4694,U549211,ec392a9b-63c0-4a99-9818-63cd058099f9,bbb0f256bbe9631655decbc54b9a9591,0,41,44031.24,Male,No,6.112396,0,94.97283,830.1003254,0,0,1
4694,4695,P179491,7160814f-3cd7-4540-b938-88db781e8f1f,060f35dd4f87344c61deb2117384e547,5,77,19315.16,Male,No,8.990971,0,124.9643,835.073392,0,0,1
4695,4696,P652340,014041f8-9c57-43be-ace0-15c19dc0a856,72c26d0d4a713a8cdb2cc132d33254ac,2,78,32498.09,Female,No,15.59122,3,124.9643,1333.45659,1,0,1
4696,4697,T708534,377e5404-a75e-4d3b-8f2b-dd6c40a6c004,55e947c3c21d0d42784ffc1957d6fc97,0,39,41918.85,Female,Yes,9.95519,0,242.6143,953.0836423,1,1,1
4697,4698,K325380,b4356d8e-497f-4299-8a99-e8de4d259dde,bce8ac5a95e803d608cd55fe83b9dfcf,1,51,68851.11,Female,Yes,0.826998,0,159.9349,654.4586472,1,1,1
4698,4699,T653531,cc339385-acbd-4cb6-ac23-bea0280d91c2,e1b0ed97eccc9bf55995378c217cc9b0,1,22,29749.39,Nonbinary,Yes,11.91957,0,255.1555,1802.889936,0,1,1
4699,4700,O189297,3409c07f-1433-4502-8372-4c56f788c22f,539ce8d9d832f4452fa84079ea16cf81,0,30,67585.42,Female,Yes,9.767413,0,222.65,2020.604314,1,1,1
4700,4701,I250439,c9a55402-8498-4b7f-97ad-7f2bee5eece3,2ae833017e4e7ff01d617cc71b1a8aa7,4,32,52866.31,Male,Yes,10.19732,0,277.6513,1383.764044,0,1,1
4701,4702,O760396,8412d0cb-5e79-429e-9684-9e1ae8e4c3cb,5f3f16b62e09d682a410cda2ec875d6f,0,74,82673.37,Female,No,7.690174,1,149.9598,1147.311353,1,0,1
4702,4703,A633603,90bce201-1215-4d45-9df9-f661ac970e19,cb38154efd2d03772c1902caefcfd483,2,29,38159.22,Female,Yes,4.460194,1,225.1457,2212.982101,1,1,1
4703,4704,M572988,9b7a27d3-abe0-4bc3-9fa7-c20fd0a29de7,17bd72d1ad048e1b7347164191e03bdb,0,77,42693.35,Male,Yes,4.443747,0,235.1417,1617.064452,0,1,1
4704,4705,D330603,33c115a0-9492-4545-808a-59be0f377a2c,614628def1fbb5dc3856644f4fc79f34,4,72,82818.2,Male,Yes,8.884019,0,217.484,1642.266752,0,1,1
4705,4706,S70815,354b68ed-d4bb-4899-ae2e-369d8a6d9bfa,da549674b56c0d604a4a26032524bfd9,0,32,21594.76,Male,Yes,17.05296,0,184.9853,1166.167844,0,1,1
4706,4707,B848374,d678b929-4262-4cb4-bb91-7564ed2c4ac1,7db279db8a8ae8eecf3b83da79076281,5,37,10949.55,Male,No,12.94718,1,167.4564,786.0804243,0,0,1
4707,4708,X686233,39ec61d9-29f8-40ca-adeb-f78f04efa8b2,440e837a7b4e851268b087ad89c21e26,4,24,64951.03,Male,No,9.946647,1,167.4564,1989.102456,0,0,1
4708,4709,Z280135,f3e738df-84bb-4267-9bcc-a2e36ad93c53,6d6a5c7b76b3533aae2b1ad9f50de265,1,31,36500.99,Male,No,11.5963,0,104.9781,1478.755528,0,0,1
4709,4710,Y147099,00cd9a91-be94-4f54-b0e2-a5d02f3b7be5,1340851dff03b316284e5650efaeff3e,1,86,44969.31,Male,No,13.23552,1,187.4974,990.7760503,0,0,1
4710,4711,A855887,6a6b7484-984e-4146-b9f1-2877b6acf29d,3face4e7e2b108fbf1d9c87bcd0207d2,1,70,68023.12,Female,Yes,13.28373,0,172.4885,1488.721642,1,1,1
4711,4712,X147035,971ddb85-f9e0-4268-bd9d-3479497c73c7,861069e16efb961dd8ad88e44d98455f,0,65,9626.88,Female,Yes,9.902107,0,204.9797,761.3473324,1,1,1
4712,4713,L99216,906bea70-09d5-49b0-b17e-a9e51daf345e,5f8ff3811184e29395ee07f3243994b7,1,67,13773.86,Male,No,9.876501,0,162.4689,1836.018288,0,0,1
4713,4714,X354158,d8dc3a7b-c277-46c9-845c-1693a1a1bf09,d492fd7cd44eed374c7b7d1c9ad4b424,2,58,20358.54,Female,No,8.927855,1,154.9618,1460.696574,1,0,1
4714,4715,P361045,47354e49-4dd0-4731-bb1d-b9706ccb6700,8982780f489b698d5e06c2657c159876,1,71,39839.69,Female,No,11.69477,1,182.447,1475.269918,1,0,1
4715,4716,O575002,d506c523-d13a-4f8c-b5e8-a2bf9034f460,0ec32526b97f1efdf93b7d548d780d5c,4,57,28008.97,Male,No,10.64089,0,114.9728,1012.08426,0,0,1
4716,4717,C274032,4599a3d9-961f-433a-a0fe-9f04353294c0,f29e4e5b628e501b39ccaab96d371f5f,3,82,84637.15,Female,Yes,13.78681,0,194.9744,1288.655023,1,1,1
4717,4718,S682687,052d34e8-d655-4c63-b275-03c41fa1b4a4,14e10a1f9612417a1b4d6ab213191df2,0,52,59958.03,Male,No,7.998634,0,172.4624,853.7834038,0,0,1
4718,4719,G354597,22a8f8c3-0540-4eaf-a3b6-191e22bb6b41,6acb4e6cd01a86363cf0f1f5be6e10b7,2,34,32331.8,Female,Yes,8.532065,0,182.4608,632.4760401,1,1,1
4719,4720,R317720,6c5c9b3f-27ec-4e9e-bca1-2a9369dfcf1d,4632f596474a66824a1a56a832fbc634,0,56,21580.42,Female,Yes,9.278282,0,242.6281,776.1387725,1,1,1
4720,4721,T22671,8b4d3099-eb5f-4f93-8cb5-98b24081b771,ffd8d2f60fa3d3df5d28dbdc19255cd2,1,66,21810.7,Female,No,10.05819,0,217.484,843.7651173,1,0,1
4721,4722,M908203,1af13eed-0228-4e52-bd95-f4b43c2a70bb,6a69698a10825815da5e80c007605c15,1,85,18513.69,Male,No,8.783005,0,207.4974,1680.906796,0,0,1
4722,4723,K610866,07af8f18-76b0-439f-a532-94be87c72f7b,2353e47e9b14a87f573b927a6b5435fe,2,53,32753.3,Female,No,9.308357,0,124.9781,352.0824182,1,0,1
4723,4724,Z849200,52e29552-df2c-4c62-b02f-5bf844ab0dc1,1131e746efab5c283b5c8eb316ca5309,0,64,15037.18,Female,Yes,13.1051,1,172.4705,1440.630753,1,1,1
4724,4725,D321119,3a4ad2e9-d3a6-4803-bcba-19037442d55b,8ab3e31ffc2201ea80b126e93b17fe9d,0,38,38532.04,Male,Yes,10.48815,0,152.4624,1306.002586,0,1,1
4725,4726,X435937,1dcd8875-df0f-4d8e-b202-c2a65af01817,6845689e5c3d7f1295fc7ff0f735e169,1,83,44241.07,Female,No,13.18243,0,132.466,1655.225461,1,0,1
4726,4727,C315562,74311fed-31e5-4da7-93cf-c792cb38ae06,aa4aebfbc1869ca7a96a6d07fcf251e2,0,35,64075.52,Female,No,10.21228,2,197.4945,1484.886328,1,0,1
4727,4728,I692478,35ba6fbb-a4cd-4220-ab51-bfd46bf85a17,b1774cb133d64b924be0ec878e737998,4,45,26656.35,Male,Yes,9.311431,0,104.9629,678.3000196,0,1,1
4728,4729,M464374,6d2a5453-1255-4a3a-b5c4-66184e36e580,2d8d4df2197c893a021aa330ff01b129,1,44,49425.3,Male,No,7.762996,1,182.447,875.6471402,0,0,1
4729,4730,D347113,9478e458-42a6-423d-8584-23c5b63d98f0,ccec2bf8ce0e7342fe50c2d8d8c91164,2,28,79152.4,Male,Yes,10.08354,0,240.1149,1145.096989,0,1,1
4730,4731,C548406,c88c5669-5469-4f32-a158-3405923f7121,c09a7e315eb3a75a19c8c3c59e587a6e,0,23,40368.33,Female,No,12.18052,2,152.4441,2009.785388,1,0,1
4731,4732,R640213,d225132a-5875-4590-95d8-78353a1d38c0,9aeeaca9aebad9619dad0c5d188dacf6,0,55,24164.69,Female,Yes,11.71123,0,159.983,990.4553964,1,1,1
4732,4733,N340220,8223e221-26b3-4ec4-a3ab-03e67fc3314d,8eeee1df2c83b6bbaa23a8790e9380b4,4,20,43643.67,Male,Yes,12.63747,0,242.6106,2133.046997,0,1,1
4733,4734,M171160,04b10bd3-9dd2-4a52-bb70-a422874e2032,6d9ea2cbd0182a00e77daf2161abe339,0,28,951.96,Female,Yes,5.896488,1,182.4833,971.3001605,1,1,1
4734,4735,G164719,e764ff69-ad53-4887-b1fa-b2e75a7ac515,808c1097996e27adb7e5f9a625b96d8b,10,46,4524.96,Male,No,14.47576,1,112.4551,797.4420172,0,0,1
4735,4736,C444218,d935b594-634d-42c8-9eaf-5ca32e02aa90,0413a93f8f6209a48f08092475828e70,4,52,38163.25,Male,Yes,10.98971,1,175.0211,1988.890125,0,1,1
4736,4737,C445988,fa28d767-24cd-4a5b-9941-5528b78021e1,f03f8d51d9071646755f10d05d639bfb,0,48,48571.22,Female,Yes,7.21113,0,222.6281,1602.940552,1,1,1
4737,4738,F774584,c4e23c7e-59a1-455c-8bde-abe9da9966ca,baeb9fd7fc5bbcbf36bce0f706b96b3f,5,26,67620.64,Female,No,9.925225,0,92.48802,1028.310241,1,0,1
4738,4739,R416972,12601078-7ffa-463a-996b-8a6197d7cba0,e1d69e831d6f9e011cbad5ab8fe30889,0,52,41327.38,Female,Yes,9.927361,0,179.9794,627.8159819,1,1,1
4739,4740,O844706,a197e819-379a-430f-9290-cb087079d412,f01b57ec941de6c4ab1b4322174e0c6c,7,54,56589.81,Male,No,8.385577,2,130.0064,879.4853583,0,0,1
4740,4741,E918150,07b44652-e4b5-4f13-8b59-9f3fa905f5af,ff73a606fe3eeaa3a0a245a3e21f74c6,1,55,73225.47,Female,Yes,11.65736,0,257.6375,1944.472438,1,1,1
4741,4742,Z959997,91968334-b1c9-4e96-a4c6-e2a7684251f5,a8e9e8c71ae160e658c2bd805b5302f5,0,68,52810.57,Female,Yes,9.877495,0,190.127,1673.34866,1,1,1
4742,4743,C36783,4204e941-35f9-4f29-b8dc-1c9dfc67005a,e2b008d0c9e7f661122f9e3e32732471,1,44,12187.37,Male,No,11.71311,2,120.0049,847.9529065,0,0,1
4743,4744,S217763,4c63e2ea-01e8-4874-8e65-1521a20b46a4,e1dc2b69fd636a16af0edb69159783de,10,40,42964.75,Male,No,9.161002,0,124.9935,1438.429891,0,0,1
4744,4745,Z74524,160ef2e5-ae5b-4639-8c3f-3b7fcce05a4d,7ed2aa5ad954c05f98fe1a60847fae9a,3,87,53187.32,Male,No,12.1183,1,179.9656,1684.817133,0,0,1
4745,4746,S356458,e55d0484-0879-4481-a5fb-04914000fe10,83c09799b629773854c9705511d4f51c,4,56,66989.79,Male,Yes,13.3593,1,230.1344,1904.863682,0,1,1
4746,4747,F785085,556e0f77-8949-4706-aad5-1bdf46362420,a4e72faadf6f7460a1d78ffb41a895d6,2,58,46775.2,Female,No,5.645543,0,129.9915,2632.143148,1,0,1
4747,4748,N154513,8fc558ee-80ca-490c-90d4-cd1490151f87,6b776a0cfb503aa20b9e6cdd21100efe,2,60,19746.8,Female,No,6.549501,1,137.4872,451.0754045,1,0,1
4748,4749,Z916283,9cbc7714-c353-4cf4-9bfc-fcfa803d8ff1,b4c67b94e9cce99fd2e35318ce8c43d9,1,29,12854.97,Male,No,2.542536,0,134.9509,906.6526156,0,0,1
4749,4750,E753458,53dacd44-036e-437d-a8ce-9da82fca92e7,a3beb289a66b495892d0c4da2efad734,0,45,14277.26,Male,No,8.920833,0,107.482,1429.357527,0,0,1
4750,4751,J865464,a142588d-9dcb-422f-b453-ac72ce362036,d8fa6e86a962e2792435b9d1fb731a6a,0,51,24376.36,Female,Yes,8.974674,0,220.1615,1745.25049,1,1,1
4751,4752,E446263,5efc490e-942c-4d1e-b061-cd7a3a896272,5e66a1d55681fa91422629e6995cfd29,0,83,19271.85,Female,Yes,12.22514,0,144.9607,433.9442354,1,1,1
4752,4753,S838605,2897ba8d-5e81-42db-be08-459e915a6173,107d5ea38e12a9f3a379967e847c35e9,2,24,22257.83,Male,No,10.66071,0,152.4441,1871.35466,0,0,1
4753,4754,C436821,d6fb180f-ec56-40d1-ba45-3c3f9532529a,a21af6bda833e888e7672300a6c9de2a,0,44,19620.4,Male,Yes,10.30722,0,207.6094,1090.821866,0,1,1
4754,4755,H215697,3252df27-4b94-4a6f-ad24-9cc9921f3eeb,6e33d782ff68da4c303e297c479823ef,1,47,14377.15,Male,Yes,7.024602,1,182.4433,2275.34376,0,1,1
4755,4756,Z360250,32038961-9a36-41d0-abd9-f2224cf23e71,b491547c7865b2c850599e31f3637466,1,25,4004.2,Male,Yes,13.35296,2,207.4754,2259.107162,0,1,1
4756,4757,P25008,dcc2c137-04f2-436b-97f4-53bc0394b4f1,fcd41835b7bb0c1fe793219bdcbf6916,2,47,60598.33,Female,No,7.001953,0,114.9509,1510.913118,1,0,1
4757,4758,K589469,c6d92d71-ec15-4f64-bcb8-feb1f588c525,cc951fc6bff53b5b926b479ad74cef41,4,77,20637.36,Male,Yes,8.711448,1,217.4702,943.0894026,0,1,1
4758,4759,Q311850,6bef8b81-cb9b-4077-b076-81f117039dd0,4291b5c9d7665691dc66564b949846b9,3,76,7677.29,Male,No,13.15317,0,207.6094,1910.19173,0,0,1
4759,4760,S952248,a57b5913-4b1c-41d1-bc71-90c5d34047d4,0fe39c6cb7fd8e5bde9d68986f54e7fe,0,37,26097.52,Male,Yes,10.61878,0,207.6094,804.7021179,0,1,1
4760,4761,K377982,1237330a-c725-4d36-91fd-d7589ab068b8,0797ca9c52a13054a79813930cc7f318,3,40,29174.41,Male,No,17.81328,0,149.9621,1237.830202,0,0,1
4761,4762,U444790,57fbc2be-cb13-4ad1-ac9c-37da3547b7d6,1f901067d13ee336b57c33c9ad636723,0,22,14612.3,Male,Yes,13.17154,0,184.9785,1053.952202,0,1,1
4762,4763,T710947,ff45b9e8-2623-4ec5-9d7c-79e985b8aed8,1ef4c8759335f2a83fca50940db5d769,1,55,7882.5,Male,No,4.865293,0,192.4705,860.1917234,0,0,1
4763,4764,Z985297,f854f6d3-dc3d-4601-8f41-f4ddb8ec60dc,a05b588bd61844913a366fe77584e523,0,55,37680.14,Female,Yes,8.306336,0,184.9715,1219.381518,1,1,1
4764,4765,E260530,f9724956-447c-4c7e-99c9-3d066803a44b,7b3a42f90a7b1531af820e19dc69302d,0,80,31749.22,Male,No,12.74248,0,134.9509,382.4167858,0,0,1
4765,4766,K38297,26d12384-af77-40e8-8d1d-492ee8649820,6b5c9e169fa7edd6de57f961feb4d5ad,4,43,61087.44,Female,No,10.40439,1,152.509,1332.850025,1,0,1
4766,4767,R889523,1479c0a0-110f-4bf4-905b-63875be1ec26,1e3ce2e6c05d431f7941bbc946088ecb,1,23,93748.65,Nonbinary,Yes,12.10227,1,220.1185,895.556806,0,1,1
4767,4768,Z652933,d0fd7257-462d-4695-8e20-cde62dd2ec8e,5faea01e4ca256ff52395854af79f9cf,7,68,30255.22,Male,Yes,12.2246,1,252.6378,977.9075314,0,1,1
4768,4769,Y40674,3c55a95f-5f5a-4d70-9429-e8cbb4faad31,8c174ea55ac66d82b6cd3b8994952772,4,54,32228.53,Female,Yes,13.08518,0,187.6094,1847.226235,1,1,1
4769,4770,V135243,3799acd3-abcb-4eea-bb8a-2aeccf130072,943d03f1daabd1595c8a479a9e7c851a,0,22,73162.55,Male,No,9.399999,0,95.01949,824.4079658,0,0,1
4770,4771,U292174,fe731b10-7bfe-40c0-8b73-3c373eff3eaf,af29ffc7377119f50f074ea05c51836f,2,77,94990.56,Male,No,5.378491,0,92.48802,682.9150315,0,0,1
4771,4772,S791046,13159d14-181e-4d3a-bfb0-cef21b342cd2,dc3d7b627acb07aec046b77c08878637,3,58,9245.84,Female,No,8.308287,1,130.0064,1388.750133,1,0,1
4772,4773,O06174,222fe162-3b11-4ead-808b-5e4fb3a0f921,879b26ca755b2c41d05767d31c6b41fc,1,31,76161.71,Male,Yes,11.05412,1,150.0208,1099.874685,0,1,1
4773,4774,Q296862,3b24bda8-1141-4f18-851c-6f48c4516dd7,281119104eee5ccb390a0434320a7ba2,2,18,74084.32,Male,Yes,8.536876,0,204.9496,892.5015342,0,1,1
4774,4775,N863236,309db26d-5e78-4e77-991a-9ed35cd6c51f,4272e90bc06ff9fb3bd529beddc7b801,1,89,33652.0,Female,No,13.51705,0,139.983,826.7523349,1,0,1
4775,4776,P860743,1b90d625-b441-4895-8ea4-3e59f05105b1,84bd5a68659f025139c540e3d61afe23,0,47,17528.05,Male,Yes,6.921287,2,149.9378,1026.042379,0,1,1
4776,4777,G466917,2c1a5580-0c72-46af-b0bc-8a1e1b1a5ee5,fce66cd16151350f56cff6e434a0ae0d,0,70,58992.27,Female,Yes,12.52141,0,242.6106,3070.896284,1,1,1
4777,4778,X425839,d2304494-a9dd-4f41-985f-e78a0db82cf0,d524b6d31af734a3b005735d5af33bee,0,51,31036.82,Female,Yes,6.530692,0,194.9882,1214.121186,1,1,1
4778,4779,T510073,02053d7b-9a6f-492b-bcf6-0ad9a3f2b81a,8dfc7d0d8e95f750ae8e544b59cd6779,4,47,41971.12,Female,No,9.254731,0,149.9621,1885.551581,1,0,1
4779,4780,M898890,1e447bf7-fc5c-4962-aac5-95822309a488,17f35921664655f3f7dc15face49f18a,1,44,36514.93,Female,No,11.7274,0,127.4958,362.550034,1,0,1
4780,4781,V691458,d9974849-c925-4dad-ac39-f0b203d8c3a5,dbd131dce8b99d30a434d898a6c4f345,0,56,5406.51,Female,Yes,9.621544,1,200.1185,1451.591007,1,1,1
4781,4782,O529706,4c530893-f37f-451e-9af1-87b63d799443,13e7c4f9887c85a22a6a9bcab2a4f27c,0,41,44202.8,Female,Yes,13.36673,1,159.9476,1589.460591,1,1,1
4782,4783,L717585,e731649c-36ed-4572-b88f-355496b0865c,3da5fdf8d4f4cb26b500f372c177a063,2,44,36991.79,Female,No,6.666431,0,179.9794,1407.673878,1,0,1
4783,4784,R434150,6308e6bd-20cc-4d76-b5b5-f833310fe050,9390b9ecc681611dd41c46450c4fbd23,6,70,23803.0,Male,No,7.350413,0,204.9634,1185.478786,0,0,1
4784,4785,O924950,83c64196-26e7-446c-a31f-9be19821eefc,98082fe3a3f72f6f880c284be886c7a3,1,80,37577.46,Female,Yes,13.80285,0,245.147,1187.8922,1,1,1
4785,4786,Q895834,777b484a-32b0-4672-9b38-512e12b03db0,5a742c7567f21aa0c5653e030c928e2c,1,25,32555.42,Female,No,12.89791,0,174.9744,1894.547126,1,0,1
4786,4787,A708666,dff05af8-163b-4bd4-b46b-b92b1ba12a2e,a100560e5c82ff5065db4ccfdc8aad5c,3,46,38869.47,Female,Yes,8.345417,0,270.1604,3055.521716,1,1,1
4787,4788,E547215,85ff8017-c82e-407c-a22c-7a06dc7898eb,39b786c867c2542c5eb316720fa712b1,2,58,2904.8,Female,Yes,11.43549,1,245.147,3238.304359,1,1,1
4788,4789,J131248,ce2af274-1d2f-4172-afb2-158bf7ab1b45,94a538080bef20b50adc9830db8b14d0,1,61,78090.5,Female,Yes,4.472985,1,152.4742,1253.931577,1,1,1
4789,4790,F02497,d36089f1-591a-4ddd-80cc-3130dc135ff3,211415b45463cfc905505475ac0d1b11,2,65,23935.48,Female,No,7.28865,1,152.5104,2254.987769,1,0,1
4790,4791,F193526,9803bede-b470-4dbb-9709-beecde5a24c8,c7d523e78c4f2afb6c6961ba9f5d642d,0,43,56792.26,Female,No,10.03734,1,162.4538,1076.672787,1,0,1
4791,4792,L681773,8ca1443b-0c37-46f3-ba45-32d0ad9ed0e9,8478f9ebe9932becd5d5a413a720600a,2,56,44499.17,Female,No,11.21058,0,194.9663,1215.716688,1,0,1
4792,4793,C27979,0e08e49f-fed9-4459-973b-55fc1dc43897,2cf29c2a07e2122fe471d0cb88a028a8,0,84,10979.8,Nonbinary,Yes,6.638957,0,204.961,1063.934914,0,1,1
4793,4794,H581110,6f55128b-4162-419b-af40-0f363f6a428e,4706c45f72b013d6cbaf3c4048b165a3,2,68,31096.42,Male,No,8.347688,0,162.4676,2615.647724,0,0,1
4794,4795,N472963,b766a6fc-45a4-4ed8-92e0-dd219a988f69,1bfe3a203c0450ec3f4b0b6aa5c816e4,10,33,82708.61,Male,No,10.93098,1,162.4818,1058.58579,0,0,1
4795,4796,D769071,000c9fbe-737f-420f-b40b-1cd3e9f71649,e12400d3b146aa9feb44b1ce4dad4ac0,1,24,50335.96,Male,Yes,13.16758,0,215.1591,1771.091615,0,1,1
4796,4797,B451399,7a8be9c8-5af1-4580-bfce-de420bd77da2,d00bd825bf7316b6643e405ea768c32f,0,83,48042.7,Female,No,12.37853,0,127.5112,636.617816,1,0,1
4797,4798,E976279,d988fc74-222a-4660-93b1-79b47b800d95,cbe66cdb5421fa9c1741ef18f0e991f2,4,57,33572.8,Female,No,5.067851,2,164.967,2297.2034,1,0,1
4798,4799,N489314,681c043b-ad82-4207-be19-d291741dd9f3,5aa5c8c8449a6d715049c5108254e757,2,24,60326.6,Male,No,7.451031,0,129.9621,1503.364958,0,0,1
4799,4800,P464896,b6dbf336-e274-44d6-b0e7-a69517f529f6,ee2d9b0d1810707a7f46a77def83e846,0,68,5540.89,Male,No,8.484833,0,202.4433,1624.869828,0,0,1
4800,4801,L267036,ad0b69c7-bbdc-4d93-99bf-57d12e428d0c,3bdb0991ee3cd7739da44a2a469839ec,2,84,29379.05,Male,No,15.15124,2,137.4686,700.4813335,0,0,1
4801,4802,Q632278,1b588952-392e-4f4a-9416-ad6f8fad9e04,4088428694c639b61a50a5e95701d720,1,48,76333.6,Female,Yes,11.52986,0,172.4705,1475.739164,1,1,1
4802,4803,K489730,554be38b-d5af-4409-80c3-91f698be3401,23bed7bfb7d08b342f2362f7961e6151,3,55,14676.6,Female,Yes,10.42719,0,235.1372,2886.678944,1,1,1
4803,4804,W504012,80512864-3927-4303-a387-8294f8624573,97dd4ccde14186271ec1df596ee20719,8,68,51136.79,Male,No,8.10121,1,117.4835,1684.339812,0,0,1
4804,4805,U960393,1483d071-d584-4243-8b61-7611a41a1c34,2c44b468266a4b25d3ebbc7f130d773f,1,70,42839.99,Female,No,5.020165,0,207.4811,1566.022939,1,0,1
4805,4806,X265916,1b9dfd56-b8e7-43e2-a4db-6caa2bf9fcb7,7711bae92912a2b5c2634a64bcbecaa5,4,68,77598.76,Male,Yes,6.246844,0,214.9525,1598.336024,0,1,1
4806,4807,B644120,8cef7873-4bf1-4e89-a199-58e749226817,5e06bca338d77b14c8a2e4dca1465344,4,81,26278.72,Male,No,9.694195,0,194.9699,2038.974824,0,0,1
4807,4808,Y576054,f65bb783-23d5-45f5-8302-1dc5f092996a,f5b8ee6933becfcb81bbd58649709243,2,64,20954.8,Female,Yes,12.6649,0,220.1323,968.8818009,1,1,1
4808,4809,D96885,50e9df6a-82b2-4f74-9d85-d60961f168c7,069cd45c53293ccc6887dc6cfb1782be,1,73,10331.34,Female,Yes,11.96519,1,139.9875,1039.187211,1,1,1
4809,4810,M572765,2b9f55b2-d9e4-4aff-9ecd-1e97c62af36e,2c95316823a4fac7b45eef757d0abce9,2,27,24090.59,Male,No,9.379254,1,159.9349,910.8338083,0,0,1
4810,4811,S502052,820fedca-c464-4c87-b19e-22e4d88c67bc,6cf1f999d6371dfc1425050d217eb360,0,57,29125.57,Male,Yes,12.36111,0,104.9643,795.7564584,0,1,1
4811,4812,D47677,5c45cd46-fa87-491a-ad9c-97ec6300fc71,e120a508b99e195e455070b0cb88be3c,1,68,39053.35,Female,Yes,11.20557,0,230.1051,982.7165421,1,1,1
4812,4813,R376184,ef97ba2b-b563-4e0a-abfc-7ce7299ec6e3,7faed445de74736ebb2a955bdb1f0731,3,22,11423.37,Female,Yes,8.979059,1,200.1323,1244.63125,1,1,1
4813,4814,W258240,6aa73071-008d-4c3d-80ed-4da4fcd5ebce,7fde113f251336abc7cbc5fad811851e,2,34,33426.12,Female,No,8.885438,0,114.9509,3041.355145,1,0,1
4814,4815,G563440,104ce3c5-0bda-4d96-bb2e-7b31dcc9d109,86bb579320c22fefedfeab27e110bf88,1,78,24927.42,Male,No,12.83525,0,147.4783,810.3780598,0,0,1
4815,4816,S753119,a1d603e6-f66f-4e48-8cc7-14cf0bb59018,42bbfd5bb85a31389bd604568e9c8c3d,4,75,19536.56,Male,No,12.30036,0,174.9581,2027.493646,0,0,1
4816,4817,C729520,299328dc-c036-4429-8af2-e250489044e7,f06e1894eac6b14ce060cc189b45a4fc,1,68,43797.53,Female,Yes,9.718608,0,174.9768,1855.223588,1,1,1
4817,4818,Q940617,654b5830-5de2-4be5-a5bb-2124662d8271,dc18a3b72f4d4fbdaa696a7eb3cd425d,0,79,35409.41,Female,Yes,9.777012,0,154.9919,1307.928901,1,1,1
4818,4819,A442435,5b6213ca-aa92-4d48-8872-2c4130b7d507,0c61e03dd7b999cf55782ded3aa14417,1,51,41444.72,Male,No,10.1175,0,167.4847,3049.419775,0,0,1
